META,FOTO_NR,BEZEICHNUNG,WERK,INVNR,PERSON,ZEIT,BEMERKUNG,ORT,X,NUMMER
0,6774,Fotografie (Architektur),,II.6.6,Geymüller,,Palazzo (?),,,
0,6775,Fotografie (Architektur),,II.6.6,Geymüller,,Palazzo (?),,,
0,6776,Postkarte (Vorderseite) mit Abbildung,,II.6.6,,,"Aufschrift: Dintorni di Firenze, Chiesa di S. Salvatore al Monte",,,
0,6777,"Postkarte (Rückseite, beschriftet)",,II.6.6,,,,,,
0,6778,Fotografie (Architektur),,II.6.6,Geymüller,,,,,
0,6779,Fotografie (Architektur),,II.6.6,Geymüller,,,,,
0,6780,Entwurf (Tusche) mit Notizen,,II.6.6,Geymüller,,,,,
0,6781,Bleistiftskizzen (Architektur) mit Notizen,,II.6.6,Geymüller,1898,La Petraia,,,
0,6782,Bleistiftskizze (Architektur) mit Notizen,,II.6.6,Geymüller,1898,Villa Mazetti in Castello,,,
0,6783,Bleistiftskizze (Architektur) mit Notizen,,II.6.6,Geymüller,1898,Villa Lorenzi,,,
0,6784,Villen Übersichts-Tabelle,,II.6.6,Geymüller,,,,,
0,6785,Bleistiftzeichnung (Architektur) mit Notizen,,II.6.6,Geymüller,,,,,
0,6786,Tabelle,,II.6.6,Geymüller,,,,,
0,6787,Tabelle (Villen),,II.6.6,Geymüller,,,,,
0,6788,Tabelle (Villen),,II.6.6,Geymüller,,,,,
0,6789,Brief Seite I,,II.6.6,Margherita Graziani,,,,,
0,6790,Biglietto Postale,,II.6.6,,1898,,,,
0,6791,Brief Seite I,,II.6.6,,1898,,,,
0,6792,Brief Seite II,,II.6.6,,1898,,,,
0,6793,Brief Seite III,,II.6.6,,1898,,,,
0,6794,Bleistiftskizze (Architektur) mit Notizen,,II.6.6,,,,,,
0,6795,Bleistiftskizze (Architektur) mit Notizen,,II.6.6,,,,,,
0,6796,Brief Seite I,,II.6.6,,1898,,,,
0,6797,Brief Seite II,,II.6.6,,1898,,,,
0,6798,Brief Seite I,,II.6.6,Bombicci,1898,,,,
0,6799,Brief Seite II,,II.6.6,Bombicci,1898,,,,
0,6800,Tuscheskizze (Architektur) mit Notizen,,III.1.1,Geymüller,,Castle Howard (Südfrankreich),,,
0,6801,Tuscheskizze (Architektur) auf Transparentpapier,,III.1.1,Geymüller,,,,,
0,6802,Brief Seite I,,III.1.1,Ricci,1900,R. Pinacoteca di Brera Milano,Milano,,
0,6803,Brief Seite II,,III.1.1,Ricci,1900,R. Pinacoteca di Brera Milano,Milano,,
0,6804,Text (?),,III.1.1,,,,,,
0,6805,Bleistiftskizzen (Architektur und Schiff),,III.1.1,Geymüller,,,,,
0,6806,Bleistiftskizzen (Architektur),,III.1.1,Geymüller,,,,,
0,6807,Bleistiftskizze (Architektur) mit Notizen,,III.1.1,Geymüller,,,,,
0,6808,Bleistiftskizze (aus Francesco di Giorgio) mit Notizen,,III.1.1,Geymüller,,,,,
0,6809,Bleistiftskizzen (aus Francesco di Giorgio) mit Notizen,,III.1.1,Geymüller,,,,,
0,6810,Bleistiftskizzen (Architektur) mit Notizen und Vermessungen,,III.1.1,Geymüller,,,,,
0,6811,Bleistiftskizze (Architektur) mit Notizen,,III.1.1,Geymüller,,aus dem British Museum,,,
0,6812,Abbildung (Architektur) aus dem Codex Excorialensis,,III.1.1,,,,,,
0,6813,Deckblatt eines Umschlags (mit Tusche beschrieben),,III.1.6,Cerasoli (Kopist),,Aufschrift: Jules II,,,
0,6814,Abschriften,,III.1.6,Cerasoli (Kopist),,,,,
0,6815,/,,,,,,,,
0,6816,Deckblatt eines Umschlags (mit Tusche beschrieben),,III.1.6,Cerasoli (Kopist),,Aufschrift: Jules II,,,
0,6817,Brief Seite I,,III.1.7,,1895,,Paris,,
0,6818,Brief Seite II,,III.1.7,,1895,,Paris,,
0,6819,Bleistiftskizzen (Architektur) mit Notizen,,III.1.7 c,Geymüller,,Du Cerceau,,,
0,6820,Bleistiftskizze (Architektur) mit Notizen,,III.1.7 c,Geymüller,,Du Cerceau,,,
0,6821,Postkarte (Vorderseite),,III.2.1,,1903,Aufschrift: Schlusssteinlegung auf dem Bergfried der Hohkönigsburg durch Sr. Majestät den Kaiser Wilhelm II am 3. Mai 1903,,,
0,6822,Fotografie ,,III.2.1,,1905,"Motiv: Menschengruppe, Tauchgang",,,
0,6823,Fotografie,,III.2.1,,1905,"Motiv: Menschengruppe, Tauchgang",,,
0,6824,Postkarte (Vorderseite) mit Abbildung,,III.2.1,,,Aufschrift: Chillon - Prison de Bonivard,,,
0,6825,Postkarte (Vorderseite) mit Abbildung,,III.2.1,,,Aufschrift: Chateau de Chillon,,,
0,6826,Umschlag eines ehemaligen Skizzenbuchs,,III.2.1,Geymüller,,"von innen, mit Bleistiftskizzen versehen",,,
0,6827,Umschlag eines ehemaligen Skizzenbuchs,,III.2.1,Geymüller,,"von innen, mit Bleistiftskizzen versehen",,,
0,6828,"Postkarte (Vorderseite, coloriert) mit Abbildung",,III.2.2,,,"Aufschrift: Lac Léman, Abbildung: Schiff",,,
0,6829,Postkarte (Vorderseite) mit Abbildung,,III.2.2,,,"Aufschrift: Meillerie - Le Port, Abbildung: Hafen mit Schiffen ",,,
0,6830,Postkarte (Vorderseite) mit Abbildung  ,,III.2.2,,,Aufschrift: Barques du Lac Léman,,,
0,6831,Bleistiftskizzen (Architektur) mit Notizen,,III.2.2,Geymüller,1884,,,,
0,6832,Tuscheskizzen auf Transparentpapier (Architektur),,III.2.2,Geymüller,1876,Motiv ident mit 6831,,,
0,6833,Bleistiftskizze (Architektur) mit Notizen,,III.2.2,Geymüller,1884,,,,
0,6834,Tuscheskizze auf Transparentpapier (Architekturelemente),,III.2.2,Geymüller,1876,,,,
0,6835,Fotografie (Architektur) mit dünner   roter Umrahmung und abgerundeten Ecken ,,III.2.2,,,Aufschrift: Chateau D'Aigle,,,
0,6836,Fotografie (Landschaft) mit dünner   roter Umrahmung und abgerundeten Ecken,,III.2.2,,,Aufschrift: Aigle & Les Cornettes de Sise,,,
0,6837,Tuscheskizze auf Transparentpapier (Architektur) mit Notizen,,III.2.2,Geymüller,,,,,
0,6838,Postkarte (Vorderseite) mit Abbildung,,III.2.2,,,Aufschrift: Archéolofie Vaudoise,,,
0,6839,Postkarte (Vorderseite) mit Abbildung,,III.2.2,,,Aufschrift: Archéolofie Vaudoise,,,
0,6840,Tuscheskizze auf Transparentpapier (Lanschaft),,III.2.2,Geymüller,1876,,,,
0,6841,Tuscheskizze auf Transparentpapier (Landschaft),,III.2.2,Geymüller,1876,,,,
0,6842,Tuscheskizze auf Transparentpapier (Landschaft),,III.2.2,Geymüller,1879,,,,
0,6843,Tuscheskizze auf Transparentpapier (Architektur) mit Notizen,,III.2.2,Geymüller,1736,,,,
0,6844,"Postkarte (Vorderseite, coloriert) mit Abbildung",,III.2.2,,,Aufschrift: Chateau de Grandeon,,,
0,6845,Tuscheskizze (Architektur) mit Notizen,,III.2.2,Geymüller,1777,Chateau de Grandeon,,,
0,6846,Brief Seite I,,III.2.2,Association de bieux Lausanne,1902,,Lausanne,,
0,6847,Brief Seite I,,III.2.2,Association de bieux Lausanne,1902,,Lausanne,,
0,6848,Deckblatt eines Umschlags (mit blauem Farbstift beschriftet),,III.2.2,Geymüller,,Aufschrift: ancien College…,,,
0,6849,Tuscheskizzen (Architektur) mit Notizen,,III.2.2,Geymüller,1887,,,,
0,6850,Tuscheskizzen (Architektur) mit Notizen,,III.2.2,Geymüller,,,,,
0,6851,Tuscheskizze (Architektur) mit Notizen,,III.2.2,Geymüller,1887,,,,
0,6852,Bleistiftskizze (Architektur),,III.2.2,Geymüller,,,,,
0,6853,Bleistiftskizze (Architektur),,III.2.2,Geymüller,,,,,
0,6854,Bleistiftskizze (Architektur),,III.2.2,Geymüller,1884,,,,
0,6855,Brief Seite I   IV,,III.2.2,,1886,,Lausanne,,
0,6856,Brief Seite II   III (mit Architekturskizzen und Bemessungen),,III.2.2,,1886,,Lausanne,,
0,6857,Brief Seite I,,III.2.2,Chavannes,1892,,,,
0,6858,Brief Seite II   III,,III.2.2,Chavannes,1892,,,,
0,6859,Aufgeklebte Fotografie (Architektur),,III.2.2,,,Aufschrift: Vue exterieure de la Maison de Jeanne-d'Arc,Nancy,,
0,6860,"Visitenkarte (Vorderseite, beschriftet)",,III.2.2,Jules de Lauriére,,Adresse durchgestrichen,,,
0,6861,"Visitenkarte (Rückseite, beschriftet)",,III.2.2,Jules de Lauriére,,Anm.: von J.d.L. unterzeichnet,,,
0,6862,Tuscheskizzen (Architektur) mit farblicher Markierung (blau),,III.2.2,Geymüller,,,,,
0,6863,Postkarte (Vorderseite),,III.2.2,Bieler,1893,,Lutry,,
0,6864,"Postkarte (Rückseite, beschriftet)",,III.2.2,Bieler,1893,,Lutry,,
0,6865,Fotografie (Architektur),,III.2.2,,,,,,
0,6866,Fotografie (Landschaft) mit schwarzer Umrahmung,,III.2.2,Geymüller,,,,,
0,6867,Tuscheskizze (Architektur),,III.2.2,Geymüller,1879,,,,
0,6868,Grauton-Tafel,,III.2.2,,,Aufschrift: Lavis. Teintes Plates.,,,
0,6869,Bleistiftskizze (Architektur) mit Tuscheübermalungen und Notizen,,III.2.2,Geymüller,,,,,
0,6870,Bleistiftskizzen (Architektur) mit Notizen,,III.2.2,Geymüller,,,,,
0,6871,Fotografie (Architektur) mit schwarzer Umrahmung,,III.2.2,Geymüller,,,,,
0,6872,Fotografie (Architektur) mit schwarzer Umrahmung,,III.2.2,Geymüller,,,,,
0,6873,Bleistiftskizze (Landschaft),,III.2.2,Geymüller,,,,,
0,6874,Bleistiftskizze (Architektur) mit Notizen,,III.2.2,Geymüller,1884,,Martens,,
0,6875,Bleistiftskizze (Architektur) mit Notizen,,III.2.2,Geymüller,,,,,
0,6876,Bleistiftskizze (Architektur) mit Notizen,,III.2.2,Geymüller,,,Chateaux de Bochat,,
0,6877,Tuscheskizze (Architektur   Grundriss) auf Transparentpapier,,III.2.2,Geymüller,,,,,
0,6878,Bleistiftskizzen (Architektur),,III.2.2,Geymüller,,,,,
0,6879,Aufgeklebte Fotografie (mit dünner   dunkelgrüner Umrahmung auf weißem Karton),,III.2.2,Geymüller,,,,,
0,6880,Bleistiftskizzen (Architektur   Grundriss) mit Notizen,,III.2.2,Geymüller,1890,,Villeneuve,,
0,6881,/,,,,,,,,
0,6882,Bleistiftskizzen (Architektur) mit Notizen,,III.2.2,Geymüller,1890,,Villeneuve,,
0,6883,Bleistiftskizzen (Architektur und Dekor),,III.2.2,Geymüller,1890,,Villeneuve,,
0,6884,Tuscheskizze (Architektur) mit Notizen,,III.2.2,Max v. G.,,,,,
0,6885,Ortsliste Frankreich,,III.2.2,H. Egger (?),,,,,
0,6886,Postkarte (Vorderseite),,III.2.3,Prounaffe (?),1897,aus Paris   nach Baden-Baden,,,
0,6887,"Postkarte (Rückseite, beschriftet)",,III.2.3,Prounaffe (?),1897,aus Paris   nach Baden-Baden,,,
0,6888,Brief Seite I,,III.2.3,Prounaffe (?),1897,,,,
0,6889,Aufgeklebte Fotografie (Architektur) mit abgerundeten Ecken ,,III.2.3,,,Notre Dame des Ardilliers,,,
0,6890,Rückseite von 6889,,III.2.3,,,"Aufschrift: V. Coue, Peintre-Photographe   Saumur",,,
0,6891,Brief Seite I (mit gedruckter Abbildung),,III.2.3,Ernest Petit,1895,,Paris,,
0,6892,Brief Seite II (Rückseite von Seite I),,III.2.3,Ernest Petit,1895,,Paris,,
0,6893,Brief Seite I,,III.2.3,,1896,,Paris,,
0,6894,Brief Seite IV,,III.2.3,,1896,6   rue des Chartreux   Paris,Paris,,
0,6895,Brief Seite II   III,,III.2.3,,1896,,Paris,,
0,6896,Visitenkarte (Vorderseite),,III.2.3,Anthyme Saint-Paul,,6   rue des Chartreux   Paris,,,
0,6897,Briefumschlag (Vorderseite) mit Einriss am rechten Eck,,III.2.3,,1898,an Geymüller adressiert,Toul,,
0,6898,Briefumschlag (Rückseite),,III.2.3,,1898,,Toul,,
0,6899,Fotografie (Architektur),,III.2.3,,,,,,
0,6900,Fotografie (Architektur),,III.2.3,,,,,,
0,6901,"Fotografie (Architektur, abgerundete Ecken)",,III.2.3,,,Ch. Gilbert,,,
0,6902,"Fotografie (Architektur, abgerundete Ecken)",,III.2.3,,,Ch. Gilbert,,,
0,6903,"Fotografie (Rückseite, beschriftet)",,III.2.3,,,Ch. Gilbert   Photographie   Place de la Cathedrale   Toul,,,
0,6904,Brief Seite IV,,III.2.3,G. Clauche,1899,,Nancy,,
0,6905,Brief Seite I,,III.2.3,G. Clauche,1899,,Nancy,,
0,6906,Brief Seite II,,III.2.3,G. Clauche,1899,,Nancy,,
0,6907,Brief Seite III,,III.2.3,G. Clauche,1899,,Nancy,,
0,6908,Postkarte (Vorderseite),,III.2.3,G. Clauche,1902,,Nancy,,
0,6909,"Postkarte (Rückseite mit Abbildung, beschriftet)",,III.2.3,G. Clauche,1902,Abb.: Blenod Les Toul,Nancy,,
0,6910,"Postkarte (Rückseite mit Abbildung, beschriftet)",,III.2.3,G. Clauche,1900,Abb.: Larchant,Nancy,,
0,6911,Brief Seite I,,III.2.3,G. Lancelot,1900,Anm.: Rechnung in Briefform,Troyes,,
0,6912,Brief Seite II,,III.2.3,G. Lancelot,1900,Anm.: Rechnung in Briefform,Troyes,,
0,6913,Briefumschlag (Vorderseite),,III.2.3,G. Lancelot,1900,"Lancelot & Ses Fils, Photographes, 10   Rue Thiers & 7   Rue du Cirque, Troyes",Troyes,,
0,6914,Briefumschlaf (Rückseite),,III.2.3,G. Lancelot,1900,"Lancelot & Ses Fils, Photographes, 10   Rue Thiers & 7   Rue du Cirque, Troyes",Troyes,,
0,6915,Bleistiftskizzen (Architektur) mit Notizen,,III.2.3,Geymüller,1890,,,,
0,6916,Bleistiftskizzen (Architektur) mit Notizen,,III.2.3,Geymüller,1890,,,,
0,6917,Postkarte (Vorderseite),,III.2.3,,1901,"an Geymüller, aus Versailles versandt",,,
0,6918,"Postkarte (Rückseite, beschriftet)",,III.2.3,,1901,"mit Abbildung einer Statue, an Geymüller, aus Versailles versandt",,,
0,6919,Beschriftetes Kuvert (Vorderseite),,III.2.4,,,"Aufschrift: Tours 1900, Fontaine de Beaume, Hotel de ville etc., Cathedrale, S.Martin",,,
0,6920,"Beschriftetes Kuvert (Vorderseite, Nahaufnahme)",,III.2.4,,,"Aufschrift: Tours 1900, Fontaine de Beaume, Hotel de ville etc., Cathedrale, S.Martin",,,
0,6921,Fotografie (türkise Umrahmung),,III.2.4,by the London Stereoscopic & Photographic Co.,,Aufschrift: Views of London and ist Vicinity,,,
0,6922,Brief Seite I   II,,III.2.4,"""The Builder"" (46   Catherine Street   Covent Garden   W.C.)",1886,,London,,
0,6923,Brief Seite III   IV,,III.2.4,"""The Builder"" (46   Catherine Street   Covent Garden   W.C.)",1886,,London,,
0,6924,Postkarte (Vorderseite),,III.2.4,R. P. S. ,1890,an Geymüller,London,,
0,6925,Postkarte (Rückseite),,III.2.4,R. P. S. ,1890,an Geymüller,London,,
0,6926,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,3 Personen (u.a. Geymüller),,,
0,6927,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,Anm.: ident mit 6926,,,
0,6928,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,2 Personen (wahrs. Töchter),,,
0,6929,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,1 Person (wahrs. Tochter),,,
0,6930,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,4 Personen ,,,
0,6931,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,1 Person (wahrs. Tochter),,,
0,6932,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,6 Personen (schlechter Erhaltungszustand),,,
0,6933,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,6 Personen (besserer Erhaltungszustand   ident mit 6932),,,
0,6934,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,1 Person (wahrs. Tochter),,,
0,6935,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,7 Personen ,,,
0,6936,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,4 Personen (Detail),,,
0,6937,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,2 Personen (Frau und Tochter),,,
0,6938,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,10 Personen,,,
0,6939,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,10 Personen,,,
0,6940,Private Fotografie (Vorderseite)   s/w,,III.2.5,,,1 Person (Frau),,,
0,6941,"Fotografie (Architektur, s/w)",,III.2.5,Geymüller,,Kapitell,,,
0,6942,"Fotografie (Architektur, s/w)",,III.2.5,Geymüller,,Kapitell,,,
0,6943,Postkarte (Vorderseite),,III.2.5,Geymüller,,Aufschrift: Loggie degli Uniti - Siena,,,
0,6944,Postkarte (Vorderseite),,III.2.5,Geymüller,,"Aufschrift: Loggia del Papa, Siena",,,
0,6945,Bleistiftskizze (Landschaft),,III.2.5,Geymüller,,Monte Cetona,,,
0,6946,Bleistiftskizzen (Architektur) mit Notizen,,III.2.5,Geymüller,,,,,
0,6947,"Fotografie (s/w, Architektur)",,III.2.5,Geymüller,,Lucca,,,
0,6948,"Fotografie (s(w, Architektur)",,III.2.5,Geymüller,,"Lucca, Mehrfachbelichtung",,,
0,6949,"Fotografie (s/w, Stadtlandschaft)",,III.2.5,Geymüller,,Florenz,,,
0,6950,"Fotografie (s/w, Stadtlandschaft)",,III.2.5,Geymüller,,Florenz,,,
0,6951,"Fotografie (s/w, Straßenszene)",,III.2.5,Geymüller,,Florenz,,,
0,6952,Bibliographie (1 Seite   gedruckt) mit farblichen Anmerkungen (blau),,III.2.6,Catalogo Mensile della Libreria Italiana,,,,,
0,6953,"Fotografie (s/w, Architektur)",,III.2.6,,,Settignano ,,,
0,6954,"Fotografie (s/w, Architektur und Landschaft)",,III.2.6,,,Settignano ,,,
0,6955,"Fotografie (s/w, Architektur und Landschaft)",,III.2.6,,,Settignano ,,,
0,6956,"Fotografie (s/w, Architektur und Landschaft)",,III.2.6,,,Settignano ,,,
0,6957,"Fotografie (s/w, Architektur und Landschaft)",,III.2.6,,,Settignano ,,,
0,6958,"Fotografie (s/w, Architektur und Landschaft)",,III.2.6,,,"Setignano (Nahaufnahme, ident mit 6957)",,,
0,6959,"Fotografie (s/w, Architektur)",,III.2.6,Geymüller,,Villa B.,,,
0,6960,"Fotografie (s/w, Architektur)",,III.2.6,Geymüller,,Villa B.,,,
0,6961,"Fotografie (s/w, Architektur)",,III.2.6,Geymüller,,Villa B.,,,
0,6962,Tuscheskizze (Stadtlandschaft) mit Notizen,,III.2.6,Geymüller,1898,Villa Antenori,,,
0,6963,Brief Seite I,,III.2.6,Margherini Graziani,,Briefpapier-Aufdruck: Firenze   Via Pinti   15.,,,
0,6964,Bleistiftskizze(Landschaft) mit Notizen,,III.2.6,Geymüller,1898,Villa Matteoni,,,
0,6965,Bleistiftskizze (Landschaft) mit Notizen,,III.2.6,Geymüller,1898,Villa Antenori,,,
0,6966,Bleistiftskizze (Architektur) mit Notizen,,III.2.6,Geymüller,1888,"Detail, Villa",,,
0,6967,Bleistiftskizze (Architektur) mit Notizen,,III.2.6,Geymüller,1888,,,,
0,6968,Bleistiftskizze (Innenarchitektur) mit Notizen,,III.2.6,Geymüller,,Villa Pasqui,,,
0,6969,Bleistiftskizze (Architektur) mit Notizen,,III.2.6,Geymüller,,Certosa,,,
0,6970,Tuscheskizze (Architektur) mit Notizen,,III.2.6,Geymüller,,,,,
0,6971,Tuscheskizze (Architektur) mit Notizen,,III.2.6,Geymüller,,,,,
0,6972,Bleistiftskizze (Architekturelemente) mit Anmerkungen,,III.2.7,Geymüller,1898,,,,
0,6973,Bleistiftskizze (Architektur) mit fragmentarischen Tuscheübermalungen und farblichen Markierungen (rot),,III.2.7,Geymüller,1898,,,,
0,6974,Tuscheskizze (Architekturelemente) mit Notizen,,III.2.7,Geymüller,1898,,,,
0,6975,Bleistiftskizze (Architekturelemente) mit Anmerkungen,,III.2.7,Geymüller,,,,,
0,6976,"Fotografie (s/w, Architektur)",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6977,"Fotografie (s/w, Architektur)",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6978,"Fotografie (s/w, Architektur) mit schwarzer Umrahmung",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6979,"Fotografie (s/w, Architektur) mit schwarzer Umrahmung",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6980,"Fotografie (s/w, Architektur) mit schwarzer Umrahmung",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6981,"Fotografie (s/w, Architektur) mit schwarzer Umrahmung",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6982,"Fotografie (s/w, Architektur) mit schwarzer Umrahmung",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6983,"Fotografie (s/w, Architektur) mit schwarzer Umrahmung",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6984,"Fotografie (s/w, Architektur) mit schwarzer Umrahmung",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6985,"Fotografie (s/w, Architektur) mit schwarzer Umrahmung",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6986,gelöscht,,,,,,,,
0,6987,"Fotografie (s/w, Architektur) mit schwarzer Umrahmung",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6988,"Fotografie (s/w, Architektur) mit Mehrfachbelichtung",,III.2.7,,,Anm.: Villen II: Nicht bei Florenz,,,
0,6989,"Fotografie (s/w, Wasserlandschaft) mit Mehrfachbelichtung",,III.2.7,,,,,,
0,6990,"Visitenkarte (Vorderseite, beschriftet)",,III.2.8,F. de Marcuard,,Via Santo Spirito 31,,,
0,6991,Visitenkarte (Vorderseite),,III.2.8,Elena Krahnstöver,,,,,
0,6992,Visitenkarte (Vorderseite),,III.2.8,Niccoló Martelli,,,,,
0,6993,Visitenkarte (Vorderseite),,III.2.8,Avv. Giuseppe Moreni,,Segretario del Comitato Promotore per la facciata di S. Lorenzo,,,
0,6994,Visitenkarte (Vorderseite),,III.2.8,Monsignor Romei,,"Canonico della Basilica di S. Lorenzo, Pronotario Apostolico, 15   Via della Stufa   Firenze",,,
0,6995,Visitenkarte (Vorderseite),,III.2.8,Prof. Comm. Ernesto Basile,,Direttore del R. Instituto di Belle Arti   Palermo,,,
0,6996,Visitenkarte (Vorderseite),,III.2.8,Comm. Francesco Azzurri,,Roma   Panisperna   69,,,
0,6997,"Visitenkarte (Vorderseite, beschriftet)",,III.2.8,Prof. Pasquale Villari,,"Senatore del Regno, Viale Regina Vittoria   21",,,
0,6998,"Visitenkarte (Vorderseite, mit Ausbesserung)",,III.2.8,Conte Giovanni Gigliucci,,18   Via Giuseppe Giusti,,,
0,6999,Visitenkarte (Vorderseite),,III.2.8,Comm. Gerspach,,"Directeur Honoraire de la Manufacture Nationale des Gobelins, 25   Viale Regina Vittoria   Firenze",,,
0,7000,Visitenkarte (Vorderseite),,III.2.8,Comm. Prof. Arturo Faldi,,"Pittore, Via Lungo il Mugnone 9   Firenze",,,
0,7001,"Visitenkarte (Vorderseite, beschriftet)",,III.2.8,Pazzino de' Pazzi,,1   Piazza d'Arno,,,
0,7002,Visitenkarte (Vorderseite),,III.2.8,Cav. Prof. Francesco Bartolini,,,,,
0,7003,Visitenkarte (Vorderseite),,III.2.8,A. J. French,,18. Lung' Arno delle Grazie,,,
0,7004,"Visitenkarte (Vorderseite, beschriftet)",,III.2.8,Camillo Bondi,,Via de' Vecchiette 2,,,
0,7005,"Visitenkarte (Vorderseite, beschriftet)",,III.2.8,Aldo Baratelli,,"#68, Roma   Via ai Villini",,,
0,7006,Brief Seite I,,III.2.8,Madame Lardy,1880,,,,
0,7007,Brief Seite IV,,III.2.8,Madame Lardy,1880,,,,
0,7008,Brief Seite II   III,,III.2.8,Madame Lardy,1880,,,,
0,7009,Briefumschlag (Vorderseite),,III.2.8,Madame Lardy,1880,,Paris,,
0,7010,Brief Seite I,,III.2.8,Direttore   Hotel Freres Berchielli Firenze,1898,"Lung'Arno Acciaioli   12, Borgo SS. Apostoli   17",Florenz,,
0,7011,Brief Seite II,,III.2.8,Direttore   Hotel Freres Berchielli Firenze,1898,"Lung'Arno Acciaioli   12, Borgo SS. Apostoli   17",Florenz,,
0,7012,Postkarte (Vorderseite),,III.2.8,Loescher & Seeber,1889,,Florenz,,
0,7013,"Postkarte (Rückseite, beschriftet)",,III.2.8,Loescher & Seeber,1889,Anm.: Stempel Loescher & Seeber,Florenz,,
0,7014,Visitenkarte (Vorderseite),,III.2.9,Barone Enrico de Geymüller,,,,,
0,7015,"Visitenkarte (Rückseite, beschriftet)",,III.2.9,Barone Enrico de Geymüller,,,,,
0,7016,Bleistiftskizzen (Architektur) mit Notizen,,III.2.9,Geymüller,1898,,Lucca,,
0,7017,Bleistiftskizze (Architektur) mit Notizen,,III.2.9,Geymüller,1898,,,,
0,7018,Bleistiftskizzen (Architektur) mit Notizen,,III.2.9,Geymüller,1888,Lucca   Palazzo Controni oggi Pfanner,Lucca,,
0,7019,Fotografie (Straßenszene),,III.2.9,,,,,,
0,7020,Postkarte (Vorderseite),,III.2.9,,,Lucca   Palazzo Controni oggi Pfanner,,,
0,7021,Brief Seite I,,III.2.9,Max Alioth,1908,,,,
0,7022,Brief Seite II,,III.2.9,Max Alioth,1908,,,,
0,7023,Brief Seite III   IV,,III.2.9,Max Alioth,1908,,,,
0,7024,Brief Seite V,,III.2.9,Max Alioth,1908,,,,
0,7025,Brief Seite VI,,III.2.9,Max Alioth,1908,,,,
0,7026,Briefumschlag (Vorderseite),,III.2.9,Max Alioth,1908,,,,
0,7027,Prospekt für das Toskanawerk,,III.2.9,,1893,,,,
0,7028,Prospekt für das Toskanawerk,,III.2.9,,1893,,,,
0,7029,Prospekt für das Toskanawerk,,III.2.9,,1893,,,,
0,7030,Tuscheskizzen (Architektur) mit Notizen (teils farbig),,III.2.9,Geymüller,,Florentiner Dom,,,
0,7031,Notizen (Tusche),,III.2.9,Geymüller,,Anm.: Rückseite von 7030,,,
0,7032,Tuscheskizzen (Laternen) mit Notizen,,III.2.9,Geymüller,,,,,
0,7033,Brief Seite I,,III.2.9,Prof. Blutschli (?),1885,Architekt,Zürich,,
0,7034,Poster (Gesamtansicht eines Gebäudes),,III.2.9,,,,,,
0,7035,Editorial-Benachrichtigung,,III.2.9,Verlagsanstalt für Kunst und Wissenschaft in München (vormals Friedrich Bruckmann),1887,,München,,
0,7036,Bleistiftskizzen mit Notizen,,III.2.10,Geymüller,,,,,
0,7037,Bleistiftskizzen (Architektur) mit Notizen,,III.2.10,Geymüller,,,,,
0,7038,Bleistiftskizze (Architektur),,III.2.10,Geymüller,,,,,
0,7039,Rechnung (Hotel und Restaurant),,III.2.10,"Grande Albergo e Ristorante ""La Vittoria""",1898,ausgestellt an Geymüller,Arezzo,,
0,7040,Bleistiftskizze (Landschaft),,III.2.10,Geymüller,1898,,Poppi,,
0,7041,Fotografie (sepia),,III.2.10,,,Anm.: Geymüller am Foto (?),,,
0,7042,"Fotografie (sepia, Detail)",,III.2.10,,,Anm.: Geymüller am Foto (?),,,
0,7043,"Fotografie (sepia, Architektur)",,III.2.10,,,,,,
0,7044,"Fotografie (sepia, Architektur)",,III.2.10,,,,,,
0,7045,Bleistiftskizzen (Architekturelemente),,III.2.10,Geymüller,,,,,
0,7046,Bleistiftskizze (Architektur) mit Notizen ,,III.2.10,Geymüller,,,,,
0,7047,Bleistiftskizze (Architektur),,III.2.10,Geymüller,,,,,
